chrom,window_start,window_stop,center,n_variants,window_id,fst,dxy,pi_AA,pi_BB
1,67300000,67400000,67350000,6345,73,0.3504515272121413,0.0020131217199193096,0.0010795683502648813,0.001535671927154467
1,67400000,67500000,67450000,5996,74,0.3749806609115803,0.0024686420964561123,0.0011880628140223397,0.001897835289123404
1,67500000,67600000,67550000,5114,75,0.4119826399389518,0.0017122806928701266,0.0007184462433977724,0.001295255302012239
1,67600000,67700000,67650000,5157,76,0.38959382700689166,0.0018487388721724577,0.0009272380661282979,0.0013297251735244968
1,67700000,67800000,67750000,4368,77,0.3110314135689128,0.0017147494617603314,0.0011777300887898055,0.001185086936715185
1,67800000,67900000,67850000,5354,78,0.3239476333445989,0.0020073005668358058,0.0011054545084709805,0.0016086260891252102
1,67900000,68000000,67950000,5400,79,0.5023112289759781,0.002067145766371983,0.0007431039113141371,0.0013144865606722507
1,68000000,68100000,68050000,5501,80,0.49089750143123106,0.002215457584500553,0.0012124335316213038,0.0010433564518634462
1,68100000,68200000,68150000,5309,81,0.35424346388112093,0.0013991966604323105,0.0008568574426768867,0.0009502233349028655
1,68200000,68300000,68250000,5855,82,0.2847077923573522,0.0019616053353576726,0.0015027285275556147,0.0013035134941476061
1,68300000,68400000,68350000,4897,83,0.3385902796999928,0.0015609131915847254,0.0008105068044765881,0.001254299510440733
1,68400000,68500000,68450000,5278,84,0.528309763551237,0.002497982743485551,0.0008192286776551075,0.0015373194641841897
1,68500000,68600000,68550000,4659,85,0.42232879228974135,0.0015136919477449753,0.0007865743663985043,0.0009622581447117815
1,68600000,68700000,68650000,4821,86,0.25804648357662946,0.001865506018107797,0.001387408444915347,0.001380829055172756
1,68700000,68800000,68750000,4782,87,0.3338540778208695,0.0018096514481456012,0.0009172551862932667,0.0014937286792022718
1,68800000,68900000,68850000,4779,88,0.49269568211114767,0.00152193347579725,0.0008251339185507753,0.0007190329290723192
1,68900000,69000000,68950000,2701,89,0.516857612628843,0.0009721580597364117,0.0004002876573232673,0.0005390938744430591
1,69000000,69100000,69050000,4851,90,0.4692019521318424,0.002277528855673276,0.0011155877097438372,0.0013022280313657354
1,69100000,69200000,69150000,6388,91,0.3798284291778735,0.003329066061161974,0.001433600534182984,0.0026955837228599283
1,69200000,69300000,69250000,6490,92,0.3736430547903013,0.002086792416965414,0.0008530942271822698,0.0017610596199721883
1,69300000,69400000,69350000,6954,93,0.33044788610748904,0.002338348798225867,0.0015239246116185259,0.0016073681501218016
1,69400000,69500000,69450000,7249,94,0.29542083401987407,0.002278693542043423,0.0014369651164637576,0.001774074874290801
1,69500000,69600000,69550000,7573,95,0.3447514948283921,0.0028192938074735347,0.0015400062704092271,0.002154669835564029
1,69600000,69700000,69650000,6647,96,0.36409203252056793,0.0030311210995361848,0.001564083170980056,0.0022909449442000684
1,69700000,69800000,69750000,6730,97,0.44568833343085934,0.0028779066307313486,0.0018491081512331206,0.0013414062901890588
1,69800000,69900000,69850000,7124,98,0.31296772889743124,0.0034157699840748207,0.0023063812437248386,0.002387107175720988
1,69900000,70000000,69950000,7121,99,0.29591507678066536,0.0029114947783743664,0.0018872322525881325,0.0022126469023823177
1,70000000,70100000,70050000,7737,100,0.31634822149863545,0.0024645489107130193,0.0012856801801300014,0.002084106311895169
1,70100000,70200000,70150000,5816,101,0.33064295845873215,0.0018819927969137733,0.0009975980973714273,0.0015218521641169713
1,70200000,70300000,70250000,6562,102,0.4737482745077909,0.0023787236425334376,0.0008990549650353598,0.001604559877669345
1,70300000,70400000,70350000,6894,103,0.4191065650254767,0.0028534383520404183,0.0013300891170632222,0.0019849980945464123
1,70400000,70500000,70450000,7310,104,0.35623595359707144,0.00216990557544318,0.0011579953521896893,0.0016358190349295193
1,70500000,70600000,70550000,5872,105,0.34687514503296496,0.0020815613360510585,0.0011277670873436646,0.0015912718040830322
1,70600000,70700000,70650000,6644,106,0.3782321767049297,0.00232913423987134,0.0011165297155517366,0.0017798317374219449
1,70700000,70800000,70750000,7112,107,0.44044020231561115,0.002282998515140335,0.0009779670587817188,0.0015769813157096922
1,70800000,70900000,70850000,7578,108,0.39911078868761846,0.002510390661762418,0.001036321822620164,0.0019806115070446473
1,70900000,71000000,70950000,6973,109,0.2758041446657634,0.0021887417713548304,0.0012202180448568276,0.0019499373935673867
1,71000000,71100000,71050000,6887,110,0.3538798551792542,0.0025217882613443178,0.0015564650600334582,0.0017022913332206881
1,71100000,71200000,71150000,5605,111,0.38267928290214687,0.002020708857889288,0.0009137222287006515,0.001581128653695783
1,71200000,71300000,71250000,6408,112,0.36929144912788153,0.0021963907355921075,0.0012527602614156306,0.0015178045745728793
1,71300000,71400000,71350000,6472,113,0.4020356588274586,0.0021790062954230804,0.0011435628955014563,0.001462373232205561
1,71400000,71500000,71450000,5539,114,0.3924909613100463,0.0025016052597583095,0.0012839309034490716,0.0017555647096259622
1,71500000,71600000,71550000,4531,115,0.4488897574991672,0.002190708699852177,0.0012858209467597073,0.0011288230588887567
1,71600000,71700000,71650000,3939,116,0.4483272276316628,0.0021839524595554443,0.001149886330973806,0.0012597678851934027
1,71700000,71800000,71750000,6528,117,0.38020220780568437,0.0024959633590715155,0.0014648776850922222,0.0016291074736086754
1,71800000,71900000,71850000,6964,118,0.3593518432688636,0.0023255979359845676,0.001284644725970764,0.0016951353360017839
1,71900000,72000000,71950000,6502,119,0.21180371469765247,0.003256945659155143,0.0027692652210299508,0.0023649597189254407
1,72000000,72100000,72050000,6673,120,0.36761163195804386,0.0015772299074398527,0.0008133641827076191,0.0011814795116781179
1,72100000,72200000,72150000,7670,121,0.34585023610418036,0.0027468731116206094,0.0013668983656390027,0.0022268344291978106
1,72200000,72300000,72250000,7769,122,0.45505983988213916,0.0026003415138090794,0.0013699259158116198,0.0014641351259809005
1,72300000,72400000,72350000,3163,123,0.09304945192137616,0.0009688605421512689,0.0009216063668748953,0.0008358108325568043
1,72400000,72500000,72450000,6846,124,0.15057999950830858,0.002206601858057997,0.001786992693064654,0.0019616708096485656
1,72500000,72600000,72550000,9368,125,0.3753616940739938,0.003050068147052755,0.0017768022127193426,0.0020335765879485037
1,72600000,72700000,72650000,8925,126,0.38027182920515845,0.0036263050602973897,0.002003455984638308,0.0024911908188860548
1,72700000,72800000,72750000,6835,127,0.42402149587809224,0.002926992473898414,0.0011297891987864384,0.0022419802945977535
1,72800000,72900000,72850000,9141,128,0.31424903769653884,0.0029029528294832723,0.0016925950154739377,0.0022888103772055156
1,72900000,73000000,72950000,9232,129,0.35700984874496183,0.003243255960486627,0.0018730893712798782,0.002297673909904349
1,73000000,73100000,73050000,11048,130,0.46035676246211915,0.00384228681348599,0.0017228246551185984,0.0024241035360387845
1,73100000,73200000,73150000,8536,131,0.27187276792571147,0.0027115451929699617,0.001741203035570075,0.0022074967564331034
1,73200000,73300000,73250000,8924,132,0.3910814622788435,0.0033424936428519125,0.0019779242936692493,0.0020926883890260545
1,73300000,73400000,73350000,8100,133,0.4395034638717346,0.003100274774956125,0.0016634240671261193,0.0018119624776914212
1,73400000,73500000,73450000,7135,134,0.3256617239710609,0.002552142608021186,0.001456733213458642,0.00198528167948743
1,73500000,73600000,73550000,9297,135,0.24111741894006886,0.003383892840413283,0.0023012618123480003,0.0028346928531781355
1,73600000,73700000,73650000,5414,136,0.272200393359724,0.0019534263251693765,0.001322214222698908,0.0015211915994191765
1,73700000,73800000,73750000,9714,137,0.27699142968493323,0.002907603511485228,0.0018725320528739232,0.0023319124628901483
1,73800000,73900000,73850000,7768,138,0.4041354940879622,0.002532197435922332,0.0012293467122677464,0.0017883464357874778
1,73900000,74000000,73950000,10387,139,0.43359969473176707,0.004123094689320031,0.0019265613347490807,0.002744082846612282
1,74000000,74100000,74050000,10864,140,0.40776237479312166,0.003706788872363025,0.001697211055928256,0.0026933886218948795
1,74100000,74200000,74150000,9371,141,0.48739352821559956,0.0033248452784982174,0.0011673843846036257,0.0022412900302763977
1,74200000,74300000,74250000,10275,142,0.4163154770530385,0.003056806261833623,0.0013983133999302421,0.0021701076094291
1,74300000,74400000,74350000,11599,143,0.33814665090803053,0.0038200433815517346,0.0020176631465635107,0.0030389538649497083
1,74400000,74500000,74450000,11145,144,0.4590042696599341,0.004059560883892875,0.0016457752428616702,0.0027466349676215415
1,74500000,74600000,74550000,11718,145,0.5347301030923256,0.004154053855141836,0.001462031081037313,0.0024034813368242025
1,74600000,74700000,74650000,11443,146,0.4579288548616891,0.003641533464101855,0.0015185945831262932,0.002429345846764049
1,74700000,74800000,74750000,11365,147,0.3558127577039697,0.0035099442417363498,0.0019263102202613505,0.002595812383132594
1,74800000,74900000,74850000,9282,148,0.36726223704664657,0.002941082109272798,0.0014772039165073414,0.0022446635124595163
1,74900000,75000000,74950000,7668,149,0.3511960085540312,0.0025144611665422673,0.0013903480583732633,0.0018724368240037987
1,75000000,75100000,75050000,8234,150,0.3208187310416195,0.002584808319997475,0.0014752520846364762,0.0020358547049437246
1,75100000,75200000,75150000,10486,151,0.31081172367143495,0.003288665852285002,0.0020876321788437734,0.002445387721470065
1,75200000,75300000,75250000,10623,152,0.3113720296348791,0.0037623561301749057,0.0023767483488761933,0.002804978982550021
1,75300000,75400000,75350000,11341,153,0.26635155941052996,0.0034847036792970913,0.0023643460425904336,0.002748748797874963
1,75400000,75500000,75450000,10584,154,0.34748918703952475,0.0037436564860060736,0.001929225024813349,0.00295632764944385
1,75500000,75600000,75550000,9401,155,0.4688837142728076,0.0029932531132166075,0.0014146002451559574,0.0017649307063099958
1,75600000,75700000,75650000,9195,156,0.28004840696129674,0.003156800287423702,0.002180913646101827,0.0023645731455696397
1,75700000,75800000,75750000,8577,157,0.2568924470635683,0.0030583160639130144,0.0022261398782434313,0.0023191756544777686
1,75800000,75900000,75850000,10407,158,0.40219204899388833,0.004379629352882112,0.0023366330912837547,0.002899721407941572
1,75900000,76000000,75950000,10287,159,0.39079583199771667,0.003873193225131992,0.001994259202816227,0.0027248717096410133
1,76000000,76100000,76050000,7492,160,0.34409952421894247,0.002488465046677582,0.0015406177734800064,0.0017237530426807302
1,76100000,76200000,76150000,9299,161,0.24430187033623202,0.002957454898596116,0.0020999919623316196,0.002369894308536498
1,76200000,76300000,76250000,8930,162,0.3045247511337116,0.0031995780363686405,0.0018618145693330291,0.0025886400928882007
1,76300000,76400000,76350000,7200,163,0.35632526503658263,0.0024583983196628293,0.0012704735829882454,0.0018943441906987477
1,76400000,76500000,76450000,8299,164,0.3660100894606915,0.002833068773047172,0.0013139483650625727,0.002278325670889249
1,76500000,76600000,76550000,8946,165,0.27424318660631136,0.003137458395657573,0.001767713706333467,0.0027863499084420248
1,76600000,76700000,76650000,7056,166,0.4142676023470554,0.002501131326514666,0.00127896963256126,0.0016510176648874427
1,76700000,76800000,76750000,7178,167,0.2746371868708129,0.0021605837503029927,0.0015012456745963356,0.0016331685396456963
1,76800000,76900000,76850000,8174,168,0.3368256494284442,0.002489062802997027,0.0015240843022767598,0.0017772809135420283
1,76900000,77000000,76950000,5566,169,0.265668020574774,0.001980503197218903,0.001207751185256913,0.001700942480886599
1,77000000,77100000,77050000,6438,170,0.3990517262278411,0.002137646977552224,0.00109736442187252,0.0014718661003160739
1,77100000,77200000,77150000,6466,171,0.33487046381507507,0.0019074537380221756,0.0009984423361031904,0.0015389653040266472
1,77200000,77300000,77250000,5691,172,0.49562108621771056,0.0021298050770947787,0.0010057157787870755,0.0011427417639190945
1,77300000,77400000,77350000,4987,173,0.3296777498797477,0.001746005677271927,0.0011699854229937046,0.0011707874856296415
1,77400000,77500000,77450000,4513,174,0.4515539344070715,0.0016918027857432704,0.0005952330990309955,0.0012604920641691303
1,77500000,77600000,77550000,4428,175,0.25932097850468006,0.0015445403902205328,0.000908440069136388,0.0013795772606407161
1,77600000,77700000,77650000,3794,176,0.3591228488152452,0.001035692479701194,0.0005220790743404705,0.000805424217448286
1,77700000,77800000,77750000,4236,177,0.37692511436190657,0.0018797227906140626,0.000873908187266681,0.0014685079383196884
1,77800000,77900000,77850000,5168,178,0.36051702725809975,0.0024754717756419343,0.0009487528063212905,0.0022172912937310826
1,77900000,78000000,77950000,4695,179,0.31542122189048494,0.0016077127126936563,0.0008207474899658465,0.0013804645188480874
1,78000000,78100000,78050000,3553,180,0.363621726518565,0.0014233155169348006,0.0008620104212932646,0.0009495237212793515
1,78100000,78200000,78150000,2511,181,0.49053320880992496,0.0009191152813769231,0.0003104795812306797,0.000626037845043053
1,78200000,78300000,78250000,3554,182,0.43651229197085634,0.001602263403613546,0.00048709988907295697,0.001318611576849399
1,78300000,78400000,78350000,3495,183,0.40198571708435094,0.00150857159818237,0.0005440337684803855,0.0012602609565475146
1,78400000,78500000,78450000,3955,184,0.3282296231680988,0.0011743564578667765,0.0004183804212568826,0.0011594153392154082
1,78500000,78600000,78550000,3938,185,0.24634126914532722,0.0009463519582027175,0.0003951893869142058,0.0010312634446075885
1,78600000,78700000,78650000,3027,186,0.3114181916763398,0.0008339529362993936,0.00036972345702959394,0.0007787661848381339
1,78700000,78800000,78750000,3443,187,0.29651417016172665,0.0010895569748806384,0.0003421348037349329,0.0011908409815250406
1,78800000,78900000,78850000,3688,188,0.31345574126058634,0.0015724117146036895,0.0007333727860627108,0.0014256876840088315
1,78900000,79000000,78950000,5210,189,0.16877747791764852,0.001794800097458581,0.0013060315760199965,0.0016777249512663628
1,79000000,79100000,79050000,6149,190,0.3891268110041934,0.002627065342910295,0.001061041541335254,0.0021485660261127324
1,79100000,79200000,79150000,6913,191,0.21060537009626165,0.0024264993772705697,0.0018011447484601593,0.0020297864073042025
1,79200000,79300000,79250000,7449,192,0.35789769505665603,0.003129133136447392,0.0013233849081479116,0.002695062290627024
1,79300000,79400000,79350000,6914,193,0.3718914556371986,0.00296128224825358,0.001219421447397463,0.00250059191739848
1,79400000,79500000,79450000,2310,194,0.2599430424033072,0.000663657856295805,0.00043700580772165017,0.0005452834203091853
1,79500000,79600000,79550000,1037,195,0.030262848417627802,0.00024491579545655334,0.00019578001232894556,0.00027922787939819164
1,79600000,79700000,79650000,1751,196,0.008578174530512121,0.0005430963768646075,0.0005165443379715765,0.000560330864742373
1,79700000,79800000,79750000,5251,197,0.0036396524546387712,0.0013672512746501224,0.001338841466224823,0.0013857084441596555
1,79800000,79900000,79850000,6131,198,0.003868583811920079,0.0013751488568960568,0.0013316656076613322,0.0014079923489172526
1,79900000,80000000,79950000,5508,199,0.0035158310261740873,0.0013640346415590018,0.0013271415926389089,0.0013913362598519665
