WinCenter,pi_AA,theta_w_AA,tajd_AA,nSites_AA,pi_BB,theta_w_BB,tajd_BB,nSites_BB,in_inv,in_ctl,z_pi_AA,z_tajd_AA,z_pi_BB,z_tajd_BB,r,z_r
60175000,0.00697870876091285,0.02264724391177822,-2.109565,26116,0.007077206715473954,0.018603173713059144,-2.008983,26089,True,False,-1.8218097502120838,-0.07417966390147095,-1.8010925777301054,0.13161996327623837,0.986082368578306,1.0199317645932273
60185000,0.007042099410781114,0.022684990445099133,-2.1025,25118,0.007173229125981428,0.018586475110597425,-1.990992,25091,True,False,-1.8053395544681177,-0.032223109144934946,-1.7753105584838065,0.22501645926514935,0.9817195696809178,0.9976086138261998
60195000,0.00677643741439491,0.022755395351919765,-2.140705,22633,0.006859668875342345,0.018437029021998407,-2.035591,22638,True,False,-1.87436400983033,-0.25910919187295867,-1.8595014923931568,-0.00650987749264203,0.9878665483043041,1.0290608842147555
60205000,0.006721775249782798,0.022875346817984362,-2.152007,18416,0.0068950210143353605,0.01857422246959166,-2.03749,18416,True,False,-1.8885663654272729,-0.32622780218553693,-1.8500094423279811,-0.016368136949199707,0.9748737873035674,0.9625807714428766
60215000,0.0052664527234844724,0.020806485415219764,-2.276106,20158,0.005467128733009227,0.016591879749975197,-2.172527,20158,True,False,-2.266689115841556,-1.0632081969104425,-2.233398549977252,-0.7173843466570822,0.9632940764110565,0.9033308178759449
60225000,0.004615399850325761,0.020081922829723542,-2.347434,22716,0.004880826121476777,0.016161324732036523,-2.262091,22671,True,False,-2.4358460543313742,-1.486800148456691,-2.390820813538408,-1.1823370322638165,0.9456185767439905,0.8128905172270504
60235000,0.0044853333177438965,0.01987605953605837,-2.35982,21382,0.004760489759572573,0.016030080658011904,-2.278061,21337,True,False,-2.4696400169396475,-1.5603562542195324,-2.423131129247493,-1.2652419314324523,0.9421999719093227,0.7953985280402777
60245000,0.004173398722588886,0.019223784926548863,-2.386199,23485,0.004473969709897611,0.015516995392491467,-2.306388,23440,True,False,-2.550687045991955,-1.7170118745907537,-2.5000617686277185,-1.412295599481914,0.9328178314118262,0.7473928918033133
60255000,0.004302381698513801,0.01917143600849257,-2.363887,23550,0.004537506658157839,0.015516244756434802,-2.293086,23505,True,False,-2.517174613708371,-1.5845087394558857,-2.483002096679899,-1.3432410616772072,0.9481819031116319,0.8260062996217443
60265000,0.004487160865125778,0.01967802204585538,-2.352606,21546,0.004666048881447375,0.015820657876377844,-2.284637,21501,True,False,-2.469165182509436,-1.5175148407710328,-2.448488507015797,-1.299379853594815,0.9616617783339407,0.8949788317016574
60275000,0.0045690569198864875,0.020106034271993017,-2.354317,18324,0.0047046961362148,0.01587881788910718,-2.279366,18324,True,False,-2.447886901637247,-1.5276758691062664,-2.4381117182957013,-1.2720165647082857,0.9711693991702847,0.943626513696006
60285000,0.004373849747544804,0.019875485712700435,-2.376062,18023,0.004517978750554816,0.01547060596981802,-2.292869,18024,True,False,-2.498605743387177,-1.6568117902925221,-2.4882453402831404,-1.3421145517761675,0.9680987868762524,0.9279150993496319
60295000,0.004858767618384401,0.02058673795264624,-2.326368,14360,0.0049510489520228395,0.01600896922219901,-2.235732,14361,True,False,-2.3726140984194553,-1.3616965699002588,-2.3719659820558423,-1.0454998226717054,0.9813612560625693,0.9957752290857157
60305000,0.003671582205794997,0.02006610494356808,-2.488063,15151,0.003746552666314678,0.015443303920274551,-2.451661,15152,True,False,-2.6810693070403384,-2.3219464101491196,-2.6953732601704297,-2.1664498522636935,0.9799894817457814,0.98875626588979
60315000,0.0036417735108709636,0.019240269715682493,-2.468758,15546,0.003777602624300508,0.015074787354473531,-2.425809,15547,True,False,-2.6888142195990716,-2.207300792374888,-2.687036345796413,-2.0322446266339167,0.9640435675907824,0.9071657424271532
60325000,0.003786490436066179,0.018561321114459683,-2.42399,16259,0.003910242865928659,0.014724853505535056,-2.377541,16260,True,False,-2.651213783408822,-1.941439356657884,-2.6514224381219686,-1.7816714473557915,0.9683517279858038,0.9292093241480924
60335000,0.0038552634002159947,0.018220965156596373,-2.401264,17593,0.003941888307849713,0.01448512612971068,-2.356706,17593,True,False,-2.6333451516185793,-1.8064776208621225,-2.642925636298787,-1.6735109229864433,0.9780245149358451,0.97870211226454
60345000,0.003510317630073258,0.017679358055718946,-2.441132,18701,0.003644201914336132,0.013983288487246672,-2.3942,18701,True,False,-2.722969163473809,-2.0432396767762935,-2.7228544392351712,-1.8681531452424727,0.9632610136841817,0.9031616456875968
60355000,0.0034672695181375206,0.0170042721169464,-2.424524,18470,0.0036063814862961757,0.013436999512512187,-2.368623,18462,True,False,-2.734153949108019,-1.9446105951914994,-2.733009224961505,-1.7353755243259932,0.9614261639576223,0.8937732626692215
60365000,0.0030503719423589245,0.01687126937515137,-2.49408,16516,0.0031386387811969956,0.013036523200872304,-2.456912,16508,True,False,-2.842472521208603,-2.357679260817213,-2.8585981511449865,-2.1937093153528915,0.9718773503447222,0.9472488903341143
60375000,0.0031251974206349207,0.016889999614197532,-2.481847,18144,0.0032779773688547103,0.013302562867344136,-2.439581,18205,True,False,-2.8230313216562615,-2.2850317683420958,-2.821185737420341,-2.103739070675897,0.953392006402665,0.8526648562073216
60385000,0.0026782804358593364,0.017160703021297675,-2.570818,20190,0.0028892461113031453,0.013332080144190411,-2.536581,20251,True,False,-2.9391495541693207,-2.8133993031253692,-2.925560088270994,-2.6072941877302194,0.92698244894456,0.717534966727272
60395000,0.002534530970790378,0.017219942053264603,-2.598696,23280,0.0027701101495222996,0.01332953772331948,-2.566372,23341,True,False,-2.976498624303424,-2.9789569582566817,-2.9575480965216414,-2.7619479041442947,0.914956746838191,0.656003008112232
60405000,0.0023421918757173307,0.01697439047384817,-2.626903,24396,0.0026542101369303084,0.013208006703453914,-2.588846,24465,True,False,-3.0264722805390636,-3.1464684288890434,-2.9886672523468376,-2.878616952604903,0.8824440247320288,0.4896450313884333
60415000,0.002659196341836958,0.01774790307618256,-2.590694,22853,0.0029860435086188084,0.013861783373336243,-2.541888,22915,True,False,-2.944107994645922,-2.9314358894439714,-2.8995699850503525,-2.634844363051945,0.8905417265895655,0.5310785752403965
60425000,0.0023410976553285842,0.01770307859602774,-2.643872,21197,0.0026967453515809345,0.01375348829636621,-2.603964,21190,True,False,-3.026756581520788,-3.2472413627409433,-2.977246546316108,-2.9570988728072445,0.8681196591128428,0.4163514918786158
60435000,0.0026226648361487494,0.018051153524741837,-2.602783,16753,0.0029345999641705485,0.014126058640869462,-2.564583,16746,True,False,-2.9535996318314846,-3.003228216471823,-2.913382577819617,-2.7526606865730554,0.8937043781672757,0.5472609273618901
60445000,0.002913141233766234,0.018310551561533706,-2.558876,12936,0.003186323768272875,0.01450753871142393,-2.523927,12929,True,False,-2.878127884220371,-2.7424799574916032,-2.845794731109471,-2.54160360575903,0.9142640376892026,0.652458620407398
60455000,0.0032622218759131194,0.01955847706243304,-2.533925,10267,0.003458344191943821,0.015257450209694724,-2.499115,10253,True,False,-2.7874295475013615,-2.594304727805778,-2.7727572416171107,-2.412797321590455,0.943290110773946,0.8009764459788171
60465000,0.0029747566247625935,0.01877944867504748,-2.559769,11057,0.0030232504977375564,0.014551190135746605,-2.560535,11050,True,False,-2.8621189372753553,-2.7477831709944462,-2.8895799076873003,-2.7316463451933033,0.9839596907331188,1.009070650275923
60475000,0.002891821637426901,0.019514421153458358,-2.590119,9918,0.0028614660478256484,0.015155693774593885,-2.620929,9911,True,False,-2.8836671542171426,-2.928021166303843,-2.9330190359005632,-3.045169105393085,1.0106084046058554,1.1454242323501735
60485000,0.0024689367690058483,0.01871164831871345,-2.642156,13680,0.0025900749707431247,0.014667897820362786,-2.663881,13672,True,False,-2.9935413481957576,-3.2370506411610114,-3.00588754582066,-3.268145387740686,0.9532298473574607,0.8518351363647457
60495000,0.0025972603344315286,0.018736485982470318,-2.623073,16087,0.0027508288450774298,0.014776009702095902,-2.63446,16079,True,False,-2.9602002443339606,-3.1237234034513186,-2.9627251271717174,-3.115412448577229,0.9441737311571711,0.8054976699681604
60505000,0.0030482311067771815,0.018741046210520612,-2.550767,18459,0.003203392475741313,0.014602035236081747,-2.527931,18447,True,False,-2.8430287543622343,-2.69432345324238,-2.841211782794229,-2.5623895303846544,0.9515634221722318,0.8433085318783213
60515000,0.0027185304494484457,0.01854562745008661,-2.600599,21938,0.002910637507981392,0.014250418270546385,-2.577959,21926,True,False,-2.928691772084935,-2.9902582071882726,-2.919816497811756,-2.8220993798278866,0.9339982880018001,0.7534329388125149
60525000,0.002863298618384957,0.018705170332684925,-2.580395,20049,0.0030485426496368643,0.014197713899323817,-2.543385,19965,True,False,-2.8910780217158343,-2.8702737440175645,-2.882788964368943,-2.6426157239821526,0.939235217432837,0.7802287568171691
60535000,0.0036430845356528983,0.01922990858898901,-2.46949,19199,0.0034570854258213013,0.014361286670851642,-2.458949,19116,True,False,-2.688473588373039,-2.2116478833984963,-2.7730952203475536,-2.2042839728110324,1.0538022891891394,1.3664345563289986
60545000,0.0043218955484434106,0.01956687512365435,-2.373232,17185,0.0032922926558297274,0.014138024149222312,-2.483431,17102,True,False,-2.5121045138004665,-1.640005413794148,-2.81734208256565,-2.3313771313236495,1.3127312788523053,2.691297565179851
60555000,0.004880486989764459,0.020891963990627697,-2.334505,16218,0.0032911303109129197,0.015036632850241547,-2.528766,16146,True,False,-2.36697095863766,-1.4100193563197834,-2.8176541722003257,-2.5667242574232145,1.4829212242315226,3.5621091471683766
60565000,0.0057954498181040015,0.021439196162351095,-2.222004,14019,0.0036587606653760664,0.015456599842259984,-2.470019,13947,True,False,-2.1292447811568755,-0.7419154119935079,-2.7189454142739153,-2.2617515516336244,1.5839925997204616,4.079261462995062
60575000,0.00811724022873931,0.02287414967735166,-1.96617,19061,0.00489027322805729,0.016336453858664286,-2.269855,19061,True,False,-1.5259958379910188,0.7773929007572101,-2.388284265222308,-1.2226422067876301,1.659874581683438,4.467527107069199
60585000,0.00884601755867978,0.02393807126048392,-1.921105,16573,0.0052863702407530315,0.017040305436553427,-2.234032,16573,True,False,-1.3366444856570552,1.0450181152092022,-2.281932208960105,-1.036674629898588,1.6733632257697648,4.536544506831106
60595000,0.00867356767467382,0.024665861846116327,-1.975711,16402,0.005674116266308987,0.017541579624436046,-2.191265,16402,True,False,-1.3814505154343961,0.7207322512268325,-2.1778223929210507,-0.8146587361762972,1.5286200119258355,3.795936319028448
60605000,0.00835521888100162,0.02453077446760941,-2.009666,17891,0.005449844559874888,0.01742952552502234,-2.226677,17904,True,False,-1.4641640852989266,0.5190854264910629,-2.2380393508283323,-0.9984926929301908,1.5331114106479085,3.8189174770386622
60615000,0.008206226827469982,0.02528874510216979,-2.059058,18988,0.0056398995316036,0.017891750276301247,-2.218889,19001,True,False,-1.502875287835282,0.22576367807848713,-2.187009586911053,-0.9580629274495812,1.4550306758987062,3.419401465688662
60625000,0.0055371190174143695,0.023659818879022028,-2.334169,17342,0.004252578853356381,0.01677634825698646,-2.418005,17355,True,False,-2.1963644409631065,-1.408023970276161,-2.5595052182780096,-1.9917318005154425,1.3020614569072964,2.636703244071362
60635000,0.005088410970677452,0.023184990040444893,-2.379028,19780,0.00379412933865508,0.016206268226140554,-2.481365,19793,True,False,-2.31294802824306,-1.6744258230466453,-2.682598922643674,-2.320651926459379,1.3411274409746825,2.836592322781962
60645000,0.004696077127300545,0.022482353597624082,-2.411656,22223,0.0035092532061377856,0.01576535035773748,-2.519213,22223,True,False,-2.414884437016734,-1.86819206063989,-2.759088170232397,-2.517131865328164,1.3381984289668725,2.821605435192915
60655000,0.00445671613688052,0.02261409398635426,-2.446972,18907,0.00333394449148058,0.015697834479839134,-2.551271,18898,True,False,-2.4770753496178863,-2.0779213865821218,-2.8061585638149893,-2.683554235869683,1.3367697477474576,2.814295296218113
60665000,0.004551786462612982,0.022167954550123253,-2.421857,19472,0.0028923527205466783,0.01524571792632174,-2.624695,19463,True,False,-2.452374121952445,-1.9287722184702434,-2.9247259636235894,-3.064719503030473,1.5737314575356,4.026758235268545
60675000,0.0049290516939252335,0.022659901139018692,-2.385024,20544,0.00341454632292022,0.015933743554754128,-2.545691,20519,True,False,-2.35435284878332,-1.710033962087013,-2.7845169703736126,-2.6545868384143945,1.4435451236490369,3.360633294030457
60685000,0.004929156917017087,0.022567802682706126,-2.381903,18787,0.00349251774864087,0.0160370593220339,-2.533887,18762,True,False,-2.3543255096580196,-1.6914994387472881,-2.7635816409232574,-2.5933088528297623,1.4113477072336402,3.1958886432100995
60695000,0.005695631662961063,0.023375720597457388,-2.304835,17541,0.0038812696629213486,0.01644918850168254,-2.474727,17533,True,False,-2.1551795926381008,-1.233819642289148,-2.659201743740455,-2.2861921443252915,1.4674661019750128,3.483029860598132
60705000,0.005480261695978053,0.022954900553568806,-2.320378,20413,0.0039449789226018335,0.016140050928876038,-2.448127,20401,True,False,-2.2111371434906846,-1.3261240627535267,-2.6420958061726636,-2.1481038338753424,1.3891738849554243,3.082431757059741
60715000,0.00560962183070755,0.024160699361906377,-2.339997,17709,0.004619449906763859,0.01700963666158106,-2.359612,17697,True,False,-2.1775267175857858,-1.4426344162947151,-2.4610003327010594,-1.688596811338606,1.2143484492588326,2.18790174301243
60725000,0.005415803380131745,0.025011894204537893,-2.387077,15029,0.004304278919709971,0.01683071775427393,-2.409734,15033,True,False,-2.2278847408338467,-1.7222260083595076,-2.5456237493717544,-1.9487946420292943,1.2582370894534571,2.412466925838285
60735000,0.005107052710508776,0.02476406215285492,-2.419267,18004,0.004201289149266992,0.016839286150599736,-2.431199,18008,True,False,-2.308104520491238,-1.9133911177173157,-2.5732765049076733,-2.060225679014563,1.2155918169545208,2.1942636875307335
60745000,0.006175281359790193,0.025024435894898313,-2.296191,20209,0.005072452026324905,0.017323329704587064,-2.291667,20209,True,False,-2.03055672772463,-1.1824859608573692,-2.3393692540454354,-1.3358746213565864,1.2174154290157595,2.203594570741503
60755000,0.006622871806232462,0.025517933146261017,-2.257355,20313,0.0054540041867796275,0.01783140444291203,-2.249528,20302,True,False,-1.9142635160072334,-0.9518525906486142,-2.2369224909166863,-1.1171188576704838,1.214313663763981,2.1877237559302065
60765000,0.0070035338598869,0.025471337243538818,-2.210515,21397,0.005918735200598522,0.017812309922379126,-2.164145,21386,True,False,-1.8153596784693955,-0.6736862743292681,-2.112142203905476,-0.6738709549957483,1.1832821747421103,2.02894481052081
60775000,0.007202049914529914,0.025466635,-2.186868,23400,0.006275264055023923,0.018054779007177033,-2.115034,23408,True,False,-1.7637811209836294,-0.5332550428603617,-2.0164141989733233,-0.4189215183601319,1.1476887428767264,1.8468237537096555
60785000,0.007325109156440402,0.025547316570840126,-2.174901,23306,0.006479208115295531,0.01836078167624603,-2.097853,23314,True,False,-1.7318077967381476,-0.4621872310031122,-1.9616552144893653,-0.3297299671631189,1.1305562386779866,1.7591618001701164
60795000,0.006220703535722995,0.02565174650085345,-2.30933,20505,0.005846757586105962,0.018242247829056493,-2.202231,20498,True,False,-2.018755111393439,-1.260513869271544,-2.131468194914684,-0.8715864208527674,1.0639578337411604,1.4183974722203871
60805000,0.006814873454327882,0.02714604028719585,-2.283416,20056,0.006579060667996012,0.01916407113659023,-2.128473,20060,True,False,-1.8643775354427898,-1.1066197206571207,-1.934844801983469,-0.4886872628765549,1.035842926252221,1.2745418113389426
60815000,0.006875116756344937,0.026662524451216606,-2.262739,21001,0.006474030611759105,0.01902125941442514,-2.13818,21005,True,False,-1.8487250854593023,-0.9838262765380956,-1.9630453742980856,-0.5390791136110537,1.0619530812624394,1.4081397471027222
60825000,0.006830613792076259,0.026369948813424686,-2.258987,20142,0.006096152730163462,0.018794742236796343,-2.189813,20127,True,False,-1.8602878716780127,-0.9615444657176392,-2.0645055934756837,-0.807120983290082,1.120479439151634,1.7076017992701105
60835000,0.006997943824270795,0.026445352435824885,-2.241837,19439,0.0061467307454695225,0.01851992802718287,-2.165132,19424,True,False,-1.8168120847943712,-0.8596966364077163,-2.050925395299353,-0.678994758094022,1.1384822459367792,1.7997168335741314
60845000,0.007234304729663429,0.02627118246492003,-2.209198,20382,0.006417389314100677,0.01857392051810421,-2.121264,20382,True,False,-1.7554006560406379,-0.6658650736761399,-1.978253563913897,-0.4512632542286722,1.1272971570803374,1.7424860441755134
60855000,0.006209144638520457,0.02447058397160471,-2.275071,21412,0.005472095133569961,0.017018041425368953,-2.198739,21412,True,False,-2.021758350828684,-1.0570616952582117,-2.232065071321957,-0.8534584366388138,1.1346923777748084,1.780325199818682
60865000,0.005418604670179902,0.024154166999818278,-2.364768,22012,0.004850529711066691,0.016634140150826822,-2.295811,22012,True,False,-2.227156908014265,-1.5897406891714574,-2.3989554003724454,-1.3573873265635263,1.1171160662756323,1.690392415669674
60875000,0.005211694327328479,0.024368510396703718,-2.396507,20872,0.004853256228440015,0.016530904513223456,-2.289076,20872,True,False,-2.2809164743745427,-1.778227467857617,-2.3982233304002074,-1.322423989312384,1.0738551772288512,1.469039249681421
60885000,0.004507613081333617,0.02317182807390104,-2.455726,23545,0.004458310554257805,0.01605243465703971,-2.340907,23545,True,False,-2.463851275726005,-2.129908319397226,-2.5042662522472465,-1.5914937343849878,1.0110585672477945,1.147727581361219
60895000,0.003776799287956512,0.02255089135594518,-2.538474,26122,0.004291846412985223,0.01569104188040732,-2.354938,26122,True,False,-2.6537317431817806,-2.6213196418308993,-2.5489618776895417,-1.664332722502403,0.8799940455766528,0.47710921313325955
60905000,0.0035221041357370096,0.022953892258748675,-2.581598,28290,0.003998423329798516,0.015757171827500884,-2.419394,28290,True,False,-2.719906786674979,-2.8774179386916066,-2.6277459817132507,-1.9989425021400662,0.8808732455836515,0.48160781936568364
60915000,0.0034602910955460974,0.023025870370990985,-2.591423,29839,0.0036662829183283624,0.015508149535842354,-2.475779,29839,True,False,-2.7359670869493833,-2.9357651645207588,-2.716925689197585,-2.2916533812648914,0.9438145316738985,0.8036597525190358
60925000,0.003376537326567129,0.022899580358452375,-2.600412,34091,0.0035790657358247043,0.015413281335249772,-2.489911,34091,True,False,-2.7577280402168642,-2.9891476798366137,-2.740343504539164,-2.3650166896588263,0.9434130512802923,0.8016054961649686
60935000,0.00339760472147569,0.02364802858538969,-2.611907,32744,0.0035044295138040556,0.015432467627656975,-2.506382,32744,True,False,-2.75225429734342,-3.0574124493944894,-2.760383331725732,-2.4505224250505955,0.9695172090328599,0.9351727457362661
60945000,0.0036063465965439517,0.024040185725018783,-2.592657,33275,0.003289113899323817,0.015591874891059352,-2.558794,33275,True,False,-2.6980188612107794,-2.943093457311923,-2.8181955787545245,-2.7226083095356586,1.096449289057868,1.584646633076554
60955000,0.003308451944486808,0.023505106756138476,-2.620799,32785,0.0032758287021503736,0.015565107579685832,-2.560321,32785,True,False,-2.7754180240314494,-3.1102189157632254,-2.8217626544757692,-2.7305354091618654,1.0099587754130792,1.142100272031561
60965000,0.0033274144643588373,0.023377778215264433,-2.615882,31747,0.0036041689923457334,0.015891877815226635,-2.507311,31747,True,False,-2.7704911710217357,-3.0810185789284223,-2.7336032796338587,-2.4553451333366114,0.9232126660612622,0.6982461033984595
60975000,0.0033257328872876996,0.02395034955609882,-2.626484,31088,0.003980992408646423,0.016316013445702524,-2.451557,31088,True,False,-2.7709280793603908,-3.1439801349834546,-2.632426184410193,-2.165909958117574,0.8354029713958891,0.24894988348898142
60985000,0.0035784854436508896,0.023996238318605496,-2.595338,33044,0.004489690927248517,0.01630826119719162,-2.350243,33044,True,False,-2.7052577622593557,-2.959014975118331,-2.495840621437451,-1.6399596165789985,0.7970449417648322,0.05268319810662399
60995000,0.003443290414791388,0.023297605005473784,-2.599306,32884,0.004597886783846247,0.015944222022868264,-2.307758,32884,True,False,-2.7403842137715984,-2.982579534109688,-2.466790031659189,-1.4194076665990736,0.7488854286035703,-0.19373477770451877
61005000,0.003723919626418505,0.02359007033106819,-2.568377,29873,0.00511211003530005,0.016123396133804,-2.214415,29745,True,False,-2.6674709677869175,-2.798903061064405,-2.3287210777992504,-0.9348370965866835,0.7284506007703595,-0.29829374394339325
61015000,0.00372422142395287,0.024204460557511315,-2.580425,27838,0.0053790599790560795,0.016228518578702198,-2.1675,27693,True,False,-2.6673925545749317,-2.8704519034857436,-2.2570450122709778,-0.691287732497988,0.6923554372796561,-0.48298201299146726
61025000,0.0037187673906553215,0.023995904911180775,-2.576894,26796,0.005949298146202342,0.01631377063944761,-2.059668,26648,True,False,-2.6688096246979134,-2.849482534080883,-2.1039360523663,-0.13150056360930973,0.6250766559798568,-0.8272276254299361
61035000,0.0038142667586430774,0.024704844708651193,-2.578487,24644,0.006247006123948722,0.01698136143545358,-2.049145,24494,True,False,-2.643996923022633,-2.8589428018412755,-2.0240014540629536,-0.07687262034371752,0.610575159198353,-0.9014274926745314
61045000,0.004333276087912088,0.02646105898901099,-2.549887,22750,0.007059890757790368,0.017876576133144476,-1.961348,22592,True,False,-2.5091476153760053,-2.6890974421757483,-1.8057419127333294,0.3789070560688436,0.6137879800945154,-0.884988438998364
61055000,0.004325169180765064,0.026820161805150428,-2.557714,23998,0.006874211633146958,0.01809877347075023,-2.010587,23966,True,False,-2.511253956734978,-2.7355792474240714,-1.855596761615922,0.12329313433030949,0.6291876671223514,-0.806192798086926
61065000,0.0040919045357311196,0.02638181128312969,-2.576876,27581,0.00657764176884568,0.017581681890734963,-2.029442,27566,True,False,-2.571860913310434,-2.8493756383999758,-1.9352257764352565,0.02541136389670974,0.6220929444823222,-0.8424943941193322
61075000,0.004011582287357128,0.02627867982609915,-2.584424,28522,0.005961370396352157,0.0171785014380919,-2.117331,28510,True,False,-2.592730286886259,-2.8942005605942196,-2.1006946529464803,-0.4308459111835729,0.6729295481810473,-0.5823785383255595
61085000,0.004163842828174618,0.026713652140643532,-2.574419,26137,0.0061738656847742926,0.017840656962509565,-2.120303,26140,True,False,-2.5531698640706266,-2.8347843779559816,-2.0436396635237664,-0.44627442466692674,0.6744304202216933,-0.5746990202837324
61095000,0.0038243043368451435,0.026087628265261942,-2.602808,27716,0.00597382558516969,0.017868406895805534,-2.158557,27727,True,False,-2.6413889535803423,-3.0033766826953068,-2.0973504344863017,-0.6448620272215265,0.6401767648421413,-0.7499648373300547
61105000,0.003971608290940578,0.026364590576180683,-2.590495,27717,0.00612010584586534,0.018183077283710197,-2.15129,27729,True,False,-2.6031163540273496,-2.9302540983050407,-2.0580741814045758,-0.607136923761384,0.6489443795524782,-0.7051035476741812
61115000,0.004277759845725306,0.02681623818298693,-2.562942,23335,0.0061170033837323855,0.018841405619565682,-2.189463,23347,True,False,-2.523571877908192,-2.7666265040790163,-2.0589071925527027,-0.8053040318367928,0.6993227855818454,-0.44733215374875196
61125000,0.004994802820685023,0.0269830518468771,-2.484794,22335,0.006514244909831298,0.01970740752673737,-2.170371,22347,True,False,-2.3372693525520845,-2.302532966766371,-1.9522478344176115,-0.7061919257048218,0.7667508498409182,-0.10232270458867578
61135000,0.005096655637356274,0.026648856894697658,-2.466273,24178,0.0066240020267196095,0.019529370145179303,-2.142637,24177,True,False,-2.3108058941219216,-2.1925432497605954,-1.9227780462184025,-0.5622166925462194,0.7694224151498757,-0.08865309556509214
61145000,0.005387260501778334,0.026752415264827457,-2.434929,20806,0.006702685988944966,0.01975558111031002,-2.141788,20805,True,False,-2.235300768190466,-2.006402237405479,-1.9016514007015073,-0.557809287449527,0.8037465145560718,0.08697316271732577
61155000,0.005161788977113498,0.02609361191032228,-2.445785,21410,0.0069793320411022895,0.01985171728164409,-2.102072,21410,True,False,-2.2938829116712114,-2.070872210291107,-1.827371929863003,-0.35163201911004854,0.7395820899070257,-0.24133720844777712
61165000,0.004644747336683417,0.025276857889447238,-2.48906,24875,0.006801936884422111,0.019198211979899498,-2.093654,24875,True,False,-2.4282209732522486,-2.327867243141655,-1.8750025331727649,-0.30793174101351845,0.6828565768260627,-0.5315848706999579
61175000,0.003902878496274385,0.025074972217021756,-2.574968,26707,0.006481692065750552,0.018635870296177033,-2.114848,26707,True,False,-2.620973769497096,-2.8380446962236894,-1.9609882737398074,-0.4179559384449543,0.6021388329904328,-0.9445936771099332
61185000,0.0034342246086218864,0.025134594779054525,-2.632871,25934,0.006703106462558802,0.0182876158710573,-2.053951,25934,True,False,-2.742739696835723,-3.18191028575911,-1.9015385035273247,-0.10182195944230522,0.512333293198349,-1.4041020458530131
